"id","time","latitude","longitude"
"3",0.799,51.40693903,-2.66309242
"3",0.819,51.40693945,-2.66309262
"3",0.839,51.4069399,-2.66309329
"3",0.86,51.40694032,-2.66309368
"3",0.88,51.40694071,-2.66309392
"3",0.9,51.40694108,-2.6630942
"3",0.92,51.40694142,-2.66309444
"3",0.94,51.40694175,-2.66309478
"3",0.96,51.40694211,-2.66309532
"3",0.98,51.40694244,-2.66309591
"3",1,51.40694272,-2.66309651
"3",1.019,51.40694301,-2.66309733
"3",1.039,51.40694333,-2.66309834
"3",1.059,51.40694364,-2.6630992
"3",1.079,51.40694392,-2.66309972
"3",1.099,51.40694422,-2.66310009
"3",1.119,51.40694449,-2.66310069
"3",1.139,51.40694471,-2.66310194
"3",1.16,51.40694492,-2.6631034
"3",1.18,51.40694512,-2.66310458
"3",1.2,51.40694532,-2.66310546
"3",1.22,51.4069455,-2.66310626
"3",1.24,51.40694568,-2.66310685
"3",1.259,51.40694585,-2.66310754
"3",1.279,51.40694598,-2.66310853
"3",1.299,51.40694607,-2.66310949
"3",1.319,51.40694614,-2.66311034
"3",1.339,51.40694621,-2.66311094
"3",1.36,51.40694629,-2.66311161
"3",1.38,51.40694638,-2.66311267
"3",1.4,51.40694643,-2.6631138
"3",1.42,51.40694646,-2.66311471
"3",1.44,51.40694648,-2.66311557
"3",1.46,51.4069465,-2.6631167
"3",1.48,51.40694653,-2.66311789
"3",1.5,51.40694656,-2.6631193
"3",1.519,51.40694659,-2.66312079
"3",1.539,51.40694663,-2.66312226
"3",1.559,51.40694666,-2.66312347
"3",1.579,51.40694667,-2.66312444
"3",1.599,51.40694665,-2.66312537
"3",1.619,51.4069466,-2.66312637
"3",1.639,51.40694656,-2.66312755
"3",1.66,51.40694655,-2.66312876
"3",1.68,51.40694654,-2.66312975
"3",1.7,51.40694652,-2.66313064
"3",1.72,51.40694645,-2.66313168
"3",1.74,51.4069464,-2.66313284
"3",1.759,51.40694639,-2.66313395
"3",1.779,51.40694639,-2.663135
"3",1.799,51.40694637,-2.66313598
"3",1.819,51.4069463,-2.66313692
"3",1.839,51.40694624,-2.66313796
"3",1.86,51.40694621,-2.66313905
